MIBiG accession	compound name	SMILES	PMID / DOI	Column1	Column2	Column3
BGC0001534	branched-chain fatty acids		29411202			
BGC0001535	branched-chain fatty acids		29411202			
BGC0001536	brevicidine					
BGC0001537	butyrolactol A	CC(CC=CC=CCCC=CC=CCCC(C)(C)C)C(O)C(O)C(O)C(O)C(O)C1OC(=O)C(O)C1O	26337155			
BGC0001538	caboxamycin	OC(=O)C1=CC=CC2=C1N=C(O2)C1=C(O)C=CC=C1	28417606			
BGC0001539	cattlecin		10.1007/s13765-017-0268-x			
BGC0001540	CC-1065	CC1=CNC2=C1[C@@]34C[C@@H]3CN(C4=CC2=O)C(=O)C5=CC6=C7CCN(C7=C(C(=C6N5)OC)O)C(=O)C8=CC9=C1CCN(C1=C(C(=C9N8)OC)O)C(=O)N	28426198			
BGC0001541	cercosporin	COC1=C(C[C@H](C)O)C2=C3C(C[C@H](C)O)=C(OC)C(=O)C4=C3C3=C(OCOC5=C3C2=C(C(O)=C5)C1=O)C=C4O	29844193			
BGC0001542	cercosporin	C[C@H](CC1=C(C(=C2C(=O)C=C3C4=C5C(=CC(=O)C6=C(C(=C(C(=C56)C1=C42)C[C@@H](C)O)OC)O)OCO3)O)OC)O	28535078			
BGC0001543	chejuenolide A	C[C@@H]1[C@@H](NC(C)=O)\C=C(/C)\C=C\[C@H](O)C\C=C(/C)\C=C\[C@@H](O)C\C=C(C)\C1=O	29483632			
BGC0001543	chejuenolide B	C[C@H]1[C@@H](NC(C)=O)\C=C(/C)\C=C\[C@H](O)C\C=C(/C)\C=C\[C@@H](O)C\C=C(C)\C1=O	29483632			
BGC0001544	chlorflavonin	COC1=C(C2=C(C(=C1)O)C(=O)C(=C(O2)C3=C(C(=CC=C3)Cl)O)OC)OC	29317534			
BGC0001545	chrysogine	C[C@H](O)C1=NC2=C(C=CC=C2)C(=O)N1	28708398			
BGC0001546	chuangxinmycin	C[C@@H]1[C@@H](SC2=CC=CC3=C2C1=CN3)C(=O)O	29565122			
BGC0001547	citreohybridonol					
BGC0001548	citrulassin A		28244986			
BGC0001549	citrulassin B		28244986			
BGC0001550	citrulassin D		28244986			
BGC0001551	citrulassin E		28244986			
BGC0001552	citrulassin F		28244986			
BGC0001553	clifednamide		29249153			
BGC0001554	coenzyme F430	C[C@@]12CC(=O)N[C@@]13C[C@H]4[C@H]([C@](C(=N4)C[C@@H]5[C@H]([C@@H]6CCC(=O)/C(=C/7\[C@H]([C@@H](/C(=C/C(=N3)[C@H]2CCC(=O)O)/[N-]7)CC(=O)O)CCC(=O)O)/C6=N5)CC(=O)O)(C)CC(=O)N)CCC(=O)O.[Ni]	28225763			
BGC0001555	colicin V		28810737			
BGC0001556	combamide		29792712			
BGC0001557	cornexistin	CCC[C@H]1[C@H](C(=O)C[C@H](/C(=C/C)/CC2=C1C(=O)OC2=O)O)O	28660939			
BGC0001558	cosmomycin C	CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C(O)=C2[C@H]1O[C@H]1C[C@@H]([C@H](O[C@H]2CC[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O2)[C@H](C)O1)N(C)C)C(=O)C1=C(C(O)=CC=C1)C3=O	28333450			
BGC0001558	cosmomycin D	CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C(O)=C2[C@H]1O[C@H]1C[C@@H]([C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]4CC[C@H](O)[C@H](C)O4)[C@H](C)O2)[C@H](C)O1)N(C)C)C(=O)C1=C(C(O)=CC=C1)C3=O	28333450			
BGC0001559	crocagin A		28544148			
BGC0001559	crocagin B		28544148			
BGC0001560	cryptomaldamide		28448144			
BGC0001561	curacomycin	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	27813109			
BGC0001562	curacomycin	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccc(Cl)cc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	27813109			
BGC0001563	curvupallides	CON1C(=C)C2=C([C@H](O)[C@@H](O)[C@@H](O2)\C=C\C=C\C)C1=O	28361537			
BGC0001564	cusperin		29570981			
BGC0001565	cyclosporin C	C/C=C/C[C@@H](C)[C@H]([C@H]1C(=O)N[C@H](C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)[C@@H](C)O)O	29396588			
BGC0001566	cylindrocyclophane	CCCC[C@@H]1CCCC[C@H]([C@@H](C2=CC(=C([C@@H](CCCC[C@H]([C@@H](C3=CC(=C1C(=C3)O)O)O)C)CCCC)C(=C2)O)O)O)C	28671684			
BGC0001567	cysteoamide		29557172			
BGC0001568	cytorhodin	CCC1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C=CC=C4O)O)OC5CC(C(C(O5)C)OC6CCC(C(O6)C)OC7CCC(C(O7)C)O)N(C)C)OC8CC(C(C(O8)C)O)N(C)C	28971684			
BGC0001569	dechlorocuracomycin	CC[C@H](C)[C@@H]3NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(C(O)C(N)=O)NC(=O)[C@H](CCCN)NC3=O	27813109			
BGC0001570	deimino-antipain		27797509			
BGC0001571	demethoxyviridin	C[C@]12[C@@H](CC(=O)C3=COC(=C31)C(=O)C4=C2C=CC5=C4CCC5=O)O	29743477			
BGC0001572	desferrioxamine E	C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O	-			
BGC0001573	dihydrolysergic acid	CN1CC(CC2C1CC3=CNC4=CC=CC2=C34)C(=O)O	28476772			
BGC0001574	diisonitrile antibiotic SF2768		29131568			
BGC0001575	dipeptide aldehydes		28111075			
BGC0001576	divamide A		-			
BGC0001577	divamide B		-			
BGC0001578	duclauxin	CC1=CC(=C2C3=C1C(=O)C4[C@@H]([C@@]3(COC2=O)[C@@H]5[C@]4(C6=C7C(=COC(=O)C7=C(C=C6C)O)C5=O)OC)OC(=O)C)O	29741874			
BGC0001579	duramycin	C[C@@H]1[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]3CSC[C@H]4C(=O)N[C@@H](CS1)C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@H]([C@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4)CCC(=O)N)CCCCN)N)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC3=O)[C@H](C(=O)O)O)CC(=O)N)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N5CCC[C@H]5C(=O)N[C@H](C(=O)N2)CC6=CC=CC=C6)CC7=CC=CC=C7)C(C)C)CC8=CC=CC=C8	27864176			
BGC0001580	ebelactone	CC[C@@H](C)[C@H]([C@H](C)C(=O)[C@H](C)/C=C(\C)/C[C@H](C)[C@H]1[C@@H](C(=O)O1)C)O	27829923			
BGC0001581	ECO-02301	CC1C(C(C(C(O1)OC(C/C=C/C=C/C=C/C=C/C=C/C(C(C)C(C(C)/C=C/CC/C=C/C=C/C=C/C=C/C(=O)NC2=C(CCC2=O)O)O)O)C(C)C(=O)CC(CC(CC(/C=C/CC(CC(CC(CC(/C=C/CC(CC(CCC[NH3+])O)O)O)O)O)O)O)O)O)O)O)O	15844935			
BGC0001582	ecumicin	[H][C@]1(NC(=O)[C@@H](NC(=O)[C@H](CC2=CNC3=CC=CC(OC)=C23)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@]([H])([C@@H](C)O)N(C)C(=O)[C@@H](NC(=O)[C@H]([C@H](C)CC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C)[C@@H](C)OC(=O)[C@@H](NC1=O)C(C)C)C(C)C)C(C)C)C(C)C)[C@H](O)C1=CC=CC=C1				
BGC0001583	emodin	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O	29880868			
BGC0001584	C-1027	C=c7oc6cc(OC)cc(C(=O)O[C@H]1COC(=O)C[C@H](N)c5cc(O)c(O[C@@H]3C#C/C=C1\C#C/C2=C/C=C\[C@@]23OC4OC(C)(C)C(N(C)C)C(O)C4O)c(Cl)c5)c6[nH]c7=O	27999165			
BGC0001585	melinacidin IV	CN1C(=O)C23C(C4(C(N2C(=O)C1(SS3)CO)NC5=CC=CC=C54)C67C(C89C(=O)N(C(C(=O)N8C6NC1=CC=CC=C71)(SS9)CO)C)O)O	29880868			
BGC0001586	EPS273		28698510			
BGC0001587	ethylenediaminesuccinic acid hydroxyarginine (EDHA)		29667664			
BGC0001588	exopolysaccharides		28658258			
BGC0001589	exopolysaccharides		28658258			
BGC0001590	formicamycins A-M		28507698			
BGC0001591	fatty acid enol ester		12188643			
BGC0001592	ferroverdin	C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.C=CC1=CC=C(C=C1)OC(=O)C2=CC(=C(C=C2)[O-])N=O.[Na+].[Fe+2]	unpublished			
BGC0001593	ficellomycin	CC(C)C(C(=O)NC(C1CC(C2N1C2)N=C(N)N)C(=O)O)N	28894917			
BGC0001594	fischerindole	[C]=NC1C2c3c([nH]c4ccccc34)C(C)(C)C2CC(Cl)C1(C)C=C	28288107			
BGC0001595	fischerindole	[C]=NC1C2c3c([nH]c4ccccc34)C(C)(C)C2CC(Cl)C1(C)C=C	28288107			
BGC0001596	fluostatins M-Q		29522466			
BGC0001597	fluvirucin b2	CCC1CCCC(CC)C(=O)NCCCC(CC)C(CC1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](N)[C@H]1O	26818633			
BGC0001598	foxicins A-D		28270798			
BGC0001599	fragin	CCCCCCCC(=O)NCC(C(C)C)N(N=O)O	29602945			
BGC0001600	fusarielin H		27983606			
BGC0001601	gassericin-S		-			
BGC0001602	gassericin-T		-			
BGC0001603	gentamicin	CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)O)N)N)N)O	25641167			
BGC0001604	gibberellin	CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	27298592			
BGC0001605	gibberellin	CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	27842068			
BGC0001606	gibepyrone A	C\C=C(/C)C1=CC=C(C)C(=O)O1	27856636			
BGC0001607	gilvusmycin	CC1=CNC2=C1C34CC3CN(C4=CC2=O)C(=O)C5=CC6=C7CCN(C7=C(C(=C6N5)OC)O)C(=O)C8=CC9=C1CCN(C1=C(C(=C9N8)OC)O)C(=O)C	29659660			
BGC0001608	glidopeptin		29666226			
BGC0001609	gliovirin	[H][C@@]12O[C@@]11C[C@@]34SSC(C5=CC=C(OC)C(OC)=C5O)[C@@]([H])(NC3=O)C(=O)N4O[C@@]1([H])[C@H](O)C=C2	doi:10.1002/slct.201700262			
BGC0001610	gougerotin	CNCC(=O)NC(CO)C(=O)NC1C(C(C(OC1C(=O)N)N2C=CC(=NC2=O)N)O)O	unpublished			
BGC0001611	guangnanmycin		29229819			
BGC0001612	ambiguine		26629885			
BGC0001612	hapalindole	[H][C@@]12CC[C@@](C)(C=C)[C@@H]([N+]#[C-])[C@@]1([H])C1=C(NC3=CC=CC(=C13)C2(C)C)C(C)(C)C=C	26629885			
BGC0001613	harzianum B		29557773			
BGC0001614	hassallidin E		28489343			
BGC0001615	hexose-palythine-serine		27474710			
BGC0001615	hexose-shinorine		27474710			
BGC0001616	himeic acid A	C[C@@H](CC(=O)NC(=O)C1=COC(\C=C\CCCCCCCCC(O)=O)=CC1=O)C(O)=O	29314577			
BGC0001617	hirsutene	C[C@]12[C@H](CCC1=C)C[C@@H]3[C@H]2CC(C3)(C)C	29625976			
BGC0001618	hyicin 3682		28285660			
BGC0001619	ibomycin		27746129			
BGC0001620	ilamycins		28855504			
BGC0001621	imizoquins		29182847			
BGC0001622	isatropolone A		28371116			
BGC0001622	isotropolone B		28371116			
BGC0001622	isotropolone C		28371116			
BGC0001623	ishigamide		27311327			
BGC0001624	iso-A82775C					
BGC0001625	isofuranonaphthoquinone		27731333			
BGC0001626	isoindolinone		28678182			
BGC0001627	isonitrile lipopeptides		28634299			
BGC0001628	JBIR-78	CC(C)[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	28505407			
BGC0001628	JBIR-95	CC(C)[C@H](O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CS(O)(=O)=O)NC(=O)[C@@H](NC(=O)CC1=CC=CC=C1)C(C)C)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	28505407			
BGC0001629	jessenipeptin		29229817			
BGC0001630	kasumigamide	NC(=N)NCCC[C@@H](NC(=O)C[C@H](O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)[C@H](O)CC1=CC=CC=C1)C(=O)N[C@H]([C@H](O)C1=CC=CC=C1)C(O)=O	27732651			
BGC0001631	kasumigamide	NC(=N)NCCC[C@@H](NC(=O)C[C@H](O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)[C@H](O)CC1=CC=CC=C1)C(=O)N[C@H]([C@H](O)C1=CC=CC=C1)C(O)=O	27732651			
BGC0001632	kawaguchipeptin A	C[C@H]([C@H]1C(=O)N2CCC[C@H]2C(=O)N3[C@@H](C[C@@]4([C@H]3NC5=CC=CC=C54)CC=C(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N6[C@@H](C[C@@]7([C@H]6NC8=CC=CC=C87)CC=C(C)C)C(=O)N[C@H](C(=O)N1)CO)CC(=O)N)CC(=O)N)CC(=O)O)CC(=O)N)CC(C)C)O	26846478			
BGC0001633	ketomemicin B3	N=C(N)NCCC[C@H](NC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)C[C@@H](Cc2ccccc2)C(=O)O	28097768			
BGC0001633	ketomemicin B4	N=C(N)NCCC[C@H](NC(=N)N)C(=O)N[C@H](Cc1ccccc1)C(=O)C[C@@H](Cc2ccccc2)C(=O)O	28097768			
BGC0001634	keywimysin		28244986			
BGC0001635	kistamicin A	NC(CC1=CC=C(O)C=C1)C(=O)NC1CC2=CNC3=C2C=CC(=C3)C2=CC3=CC(OC4=CC=C(CC5NC(=O)C(NC(=O)C3NC(=O)C(NC1=O)C1=CC(O)=CC(O)=C1)C1=CC=C(OC3=C(O)C=CC(=C3)C(NC5=O)C(O)=O)C(Cl)=C1)C=C4)=C2O	28626548			
BGC0001636	KK-1		29686660			
BGC0001637	kleboxymycin		28972161			
BGC0001638	klebsazolicin		28846667			
BGC0001639	klebsidin 		28106375			
BGC0001640	kocurin	C=C(NC(=O)C(=C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)C(=C)NC(=O)c%12csc(c2cc%10cc(n2)c3csc(n3)c4csc(n4)[C@@H]5CCCN5C(=O)[C@@H](Cc6ccc(O)cc6)NC(=O)C\7CS/C(=N7)[C@@H](Cc8ccccc8)NC(=O)c9csc(n9)[C@@H](CC(N)=O)NC(=O)c%11nc%10oc%11C)n%12)C(N)=O	28942758			
BGC0001641	kolossin		26118790			
BGC0001642	koraiol	CC1(CC2C1CCC(C3C2(CC3)C)(C)O)C	23335243			
BGC0001643	lactomycins A-C		29466301			
BGC0001644	lacunalides		30025185			
BGC0001645	lagmysin		28244986			
BGC0001646	lagriamide		29946103			
BGC0001647	lagunapyrone A	C\C=C(/C)[C@@H](O)[C@H](C)[C@H](O)C\C=C(/C)\C=C(/C)C\C(C)=C\C\C=C(/C)[C@@H](O)[C@@H](C)C1=CC=C(C)C(=O)O1	28186197			
BGC0001647	lagunapyrone B	CCCC1=CC=C(OC1=O)[C@H](C)[C@H](O)C(\C)=C\C\C=C(/C)C\C(C)=C\C(\C)=C\C[C@@H](O)[C@@H](C)[C@H](O)C(\C)=C\C	28186197			
BGC0001647	lagunapyrone C	CCCCC1=CC=C(OC1=O)[C@H](C)[C@H](O)C(\C)=C\C\C=C(/C)C\C(C)=C\C(\C)=C\C[C@@H](O)[C@@H](C)[C@H](O)C(\C)=C\C	28186197			
BGC0001648	lasalocid	[H][C@@](C)(CCC1=C(C(O)=O)C(O)=C(C)C=C1)[C@]([H])(O)[C@]([H])(C)C(=O)[C@]([H])(CC)[C@@]1([H])O[C@@](CC)(C[C@@H]1C)[C@@]1([H])CC[C@](O)(CC)[C@H](C)O1				
BGC0001649	lavendiol		29255990			
BGC0001650	Le-pyrrolopyrazines		28898095			
BGC0001651	legionaminic acid		27986835			
BGC0001652	limazepine A	[H][C@@]12CC(CC)=CN1C(=O)C1=CC=C(OC)C(O)=C1NC2=O	29517100			
BGC0001652	limazepine C	[H][C@@]12CC(CC)=CN1C(=O)C1=CC=C(OC)C(O)=C1N=C2	29517100			
BGC0001652	limazepine D	CCC1=CN2C(=C1)C=NC1=C(O)C(OC)=CC=C1C2=O	29517100			
BGC0001652	limazepine E	[H][C@@]12C\C(CN1C(=O)C1=CC=C(OC)C(O)=C1N=C2)=C/C	29517100			
BGC0001652	limazepine F	[H][C@@]12C\C(CN1C(=O)C1=CC=CC=C1N[C@@H]2O)=C/C	29517100			
BGC0001653	linfuranone B		29939741			
BGC0001653	linfuranone C		29939741			
BGC0001654	lipooligosaccharide		29535205			
BGC0001655	LP2006		28244986			
BGC0001656	luminaolide	C[C@@H]1[C@H](C[C@H]2O[C@@H](C=CC2)C[C@H](C[C@@H](CC(=O)O[C@H](C[C@H](C[C@@H]([C@@H]([C@H](C[C@H]3O[C@@H](C=CC3)C[C@H](C[C@@H](CC(=O)O[C@H](C[C@H](C[C@@H]1O)O)[C@H]([C@H](OC)[C@H](CCC(=O)[C@H]([C@@H](OC)[C@@H](/C=C/N(C=O)C)C)C)C)C)O)OC)OC)C)O)O)[C@H]([C@H](OC)[C@H](CCC(=O)[C@H]([C@@H](OC)[C@@H](/C=C/N(C=O)C)C)C)C)C)O)OC)OC	26236936			
BGC0001657	lysocin	CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)O[C@@H]([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N([C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N1)CC2=CNC3=CC=CC=C32)CCC(=O)N)CCC(=O)O)CCCN=C(N)N)CC(C)C)CC4=CC=CC=C4)C)CO)CCCN=C(N)N)NC(=O)C[C@@H](CC(C)C)O)C)[C@@H](C)O	27553855			
BGC0001658	macrotermycins		28207275			
BGC0001659	mangicol	[H][C@@]12CC[C@H](C)[C@@]11[C@H](O)C[C@H](C)C1=C[C@@]1(C)CC[C@](C)(C[C@H](O)[C@H](O)[C@@](C)(O)CO)[C@@]21[H]	10.1055/s-0035-1556229			
BGC0001660	mathermycin		28576760			
BGC0001661	mayamycin B	CN[C@@H]1C[C@@H](O[C@H](C)[C@H]1O)C1=C(O)C2=C(C(=O)C3=CC=CC(O)=C3C2=O)C2=C(O)C=C(C)C=C12	29515228			
BGC0001662	mediomycin A	CC(\C=C\CC\C=C\C=C\C=C(/C)C(O)=O)[C@@H](O)[C@H](C)[C@@H](O)\C=C\C=C\C=C\C=C\C=C\C=C\CC(OS(O)(=O)=O)C(C)C(=O)C[C@H](O)C[C@H](O)\C=C\C[C@H](O)C[C@H](O)C[C@@H](O)\C=C\C[C@H](O)C[C@@H](O)\C=C\C[C@H](O)C[C@H](O)CCCN	29349495			
BGC0001663	merocyclophane C		28252962			
BGC0001663	merocyclophane D		28252962			
BGC0001664	merosterol		28370791			
BGC0001665	methylated acyl-phloroglucinol		29695799			
BGC0001665	methylated alkyl-resorcinol		29695799			
BGC0001666	microansamycin		29412682			
BGC0001667	microcystin-FR	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC2=CC=CC=C2)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC3=CC=CC=C3)OC)/C	29154789			
BGC0001667	microcystin-LA	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	29154789			
BGC0001667	microcystin-LAba	C[C@H]1[C@@H](NC(=O)C(NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)(C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	29154789			
BGC0001667	microcystin-LL	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)C(NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CC(C)C)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	29154789			
BGC0001667	microcystin-LM	C[C@@H](/C=C(\C)/C=C/C([C@H](C)C(=O)N(C)[C@H](CC[C]=O)C(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](C)[C@H](C(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)C(=C)N)[C@H](CC1=CC=CC=C1)OC	29154789			
BGC0001667	microcystin-LR	C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C	29154789			
BGC0001667	microcystin-LV		29154789			
BGC0001668	microperfuranone	OC1OC(=O)C(=C1CC1=CC=CC=C1)C1=CC=CC=C1	22627757			
BGC0001669	microvionin		29915235			
BGC0001670	monensin	CCC1(CCC(O1)C1(C)CCC2(CC(O)C(C)C(O2)C(C)C(OC)C(C)C(O)=O)O1)C1OC(CC1C)C1OC(O)(CO)C(C)CC1C	27718094			
BGC0001671	monobactam	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+]				
BGC0001672	monobactam	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+]				
BGC0001673	moomysin		28244986			
BGC0001674	MS-271		29974638			
BGC0001675	murayaquinone	CCCC(=O)C1=CC2=C(C(O)=C1C)C(=O)C(=O)C1=C2C=CC=C1O	28712746			
BGC0001676	mycemycin A	COC(=O)C1=C2NC(=O)C3=CC=CC=C3OC2=CC=C1	29558441			
BGC0001676	mycemycin B	COC(=O)C1=C2NC(=O)C3=CC(Cl)=CC=C3OC2=CC=C1	29558441			
BGC0001676	mycemycin C	COC(=O)C1=C2NC(=O)C3=CC(Cl)=CC=C3OC2=C(C)C(Cl)=C1	29558441			
BGC0001676	mycemycin D	CC1=C2OC3=CC=CC=C3C(=O)NC2=C(C=C1Cl)C(N)=O	29558441			
BGC0001676	mycemycin E	CC1=C2OC3=CC=C(Cl)C=C3C(=O)NC2=C(C=C1Cl)C(N)=O	29558441			
BGC0001677	mycophenolic acid	COC1=C(C\C=C(/C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	27889155			
BGC0001678	mycosporine-like amino acids (MAAs)		29898658			
BGC0001679	N-acetyltryptophan	CC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O	28108400			
BGC0001680	N-acyl alanine		28854168			
BGC0001681	N-acyl glycine		28854168			
BGC0001682	N-acyl lysine/ornithine		28854168			
BGC0001683	N-acyl serinol		28854168			
BGC0001684	N-acyloxyacyl glutamine		28854168			
BGC0001685	N-acyloxyacyl lysine		28854168			
BGC0001686	N-octanoyl-Met-Phe-H		28111075			
BGC0001687	N-tetradecanoyl tyrosine	CCCCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)O	15528554,21840974			
BGC0001688	N-tetradecanoyl tyrosine	CCCCCCCCCCCC(=O)N[C@@H](Cc1ccc(O)cc1)C(O)O	15528554,21840974			
BGC0001689	naphthgeranine A					
BGC0001690	natamycin	C[C@@H]1C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@@H]3[C@H](O3)/C=C/C(=O)O1)O)O)O)C(=O)O)O[C@H]4[C@H]([C@H]([C@@H]([C@H](O4)C)O)N)O	27746324			
BGC0001691	nectrisine	C1=N[C@@H]([C@H]([C@@H]1O)O)CO	27565616			
BGC0001692	nematophin	CCC(C)C(=O)C(=O)NCCC1=CNC2=CC=CC=C12	28134534			
BGC0001693	nenestatin		https://doi.org/10.1016/j.tet.2017.03.054			
BGC0001694	abyssomicin		29463238			
BGC0001694	meoabyssomicin		29463238			
BGC0001695	neoantimycin	[H][C@]1(OC(=O)C(C)(C)[C@@H](O)[C@@H](CC2=CC=CC=C2)OC(=O)[C@@H](OC(=O)[C@@H](NC(=O)C2=C(O)C(NC=O)=CC=C2)[C@H](C)OC1=O)C(C)C)[C@@H](C)CC	29979567			
BGC0001696	neothioviridamide		29381067			
BGC0001697	neurosporin A		28485098			
BGC0001698	nevaltophins		28134534			
BGC0001699	nidulanin A		23248299			
BGC0001700	niphimycins C-E	CC1CCC(C(C(CC(C(/C=C/C(C(C(=O)O[C@@H](C(/C=C/C=C/C(C(C(CC(CC(CC2CC(C(C(O2)(CC1O)O)O)O)OC(=O)CC(=O)O)O)O)C)O)C)[C@@H](C)C[C@@H](C)CCC/C=C/CCCNC(=NC)N)C)O)C)O)O)C)O	29308897			
BGC0001701	nisin O		28857034			
